Scene,Target,Source,Fitness,Inlier RMSE,Transformation
sun3d-home_md-home_md_scan9_2012_sep_30,54,59,0.3025474870287483,0.018729004340345256,"[[ 0.9496445   0.15311066 -0.27337237 -0.21468488]
 [-0.21585515  0.95210124 -0.21658665  0.05579497]
 [ 0.22711644  0.26468915  0.93720743 -0.48731445]
 [ 0.          0.          0.          1.        ]]"
sun3d-hotel_umd-maryland_hotel3,8,15,0.6098802314868648,0.012670591179699748,"[[ 0.91370878 -0.28954377  0.28513274  0.13209484]
 [ 0.22639436  0.94538038  0.23452404 -0.28959885]
 [-0.33746387 -0.14973423  0.92935343  0.7715827 ]
 [ 0.          0.          0.          1.        ]]"
sun3d-hotel_umd-maryland_hotel3,8,16,0.45994295155185644,0.0147570280956537,"[[-0.91727968  0.33692849 -0.21231387  1.23476075]
 [ 0.039808    0.60802875  0.79291636 -2.54583597]
 [ 0.39624905  0.71887428 -0.57114487  3.54198288]
 [ 0.          0.          0.          1.        ]]"
sun3d-hotel_umd-maryland_hotel3,10,15,0.588967700963336,0.013579301544581267,"[[ 0.93094189  0.20640654 -0.30123667 -0.16199008]
 [-0.14002326  0.96364443  0.22755858 -0.34743037]
 [ 0.33725462 -0.16966367  0.92599868  0.69147122]
 [ 0.          0.          0.          1.        ]]"
sun3d-hotel_uc-scan3,2,45,0.71174122466008,0.013511626138249813,"[[ 0.99700581  0.04163409  0.06516148  0.80107818]
 [-0.03855373  0.99811082 -0.0478372  -0.05482031]
 [-0.06703004  0.04518175  0.99672744 -0.32273368]
 [ 0.          0.          0.          1.        ]]"
sun3d-hotel_uc-scan3,3,45,0.6560313276316538,0.012055999943423224,"[[ 0.99948757 -0.02612067 -0.01850162  0.85600327]
 [ 0.03062822  0.94837667  0.31566375 -0.17009916]
 [ 0.00930115 -0.31606867  0.94869072 -0.49066262]
 [ 0.          0.          0.          1.        ]]"
sun3d-hotel_uc-scan3,14,24,0.6922211068784047,0.010448525663070758,"[[ 0.99146318  0.01726729 -0.12923858 -0.22772111]
 [-0.01955358  0.9996736  -0.01644248 -0.13767299]
 [ 0.12891248  0.01882919  0.9914772   0.49611631]
 [ 0.          0.          0.          1.        ]]"
sun3d-home_at-home_at_scan1_2013_jan_1,33,36,0.2202838659747785,0.013591210287801334,"[[ 0.87299539  0.12135053 -0.47239083 -0.47322039]
 [-0.10330254  0.99258406  0.06407398 -0.32162793]
 [ 0.47666302 -0.00713711  0.87905712  0.94808096]
 [ 0.          0.          0.          1.        ]]"
sun3d-home_at-home_at_scan1_2013_jan_1,8,29,0.3977713964431397,0.018483675236110456,"[[-0.41795357 -0.42240964  0.80429156 -2.04266366]
 [ 0.26157467  0.79187997  0.55181954 -0.63429723]
 [-0.86999627  0.44101724 -0.2204774   2.64342911]
 [ 0.          0.          0.          1.        ]]"
sun3d-home_at-home_at_scan1_2013_jan_1,42,48,0.40081038869521324,0.016004004855697116,"[[-0.27884861  0.27163229 -0.92111853  2.19455717]
 [-0.37538901  0.85201772  0.36489574 -1.1184409 ]
 [ 0.88392677  0.44752845 -0.13561618  2.52869374]
 [ 0.          0.          0.          1.        ]]"
sun3d-mit_lab_hj-lab_hj_tea_nov_2_2012_scan1_erika,14,16,0.9035133453727562,0.012039758056082117,"[[ 0.99187489  0.00423833 -0.12714654  0.15623916]
 [ 0.00432029  0.99774618  0.06696186 -0.04256212]
 [ 0.12714379 -0.0669671   0.98962107  0.18016114]
 [ 0.          0.          0.          1.        ]]"
sun3d-mit_lab_hj-lab_hj_tea_nov_2_2012_scan1_erika,5,7,0.4204656013061663,0.01730146439167315,"[[ 0.72436396  0.07728185 -0.68507253  0.89621215]
 [-0.13229742  0.9908113  -0.02811345 -0.07883806]
 [ 0.67660494  0.1109977   0.72793218 -0.30941195]
 [ 0.          0.          0.          1.        ]]"
sun3d-mit_lab_hj-lab_hj_tea_nov_2_2012_scan1_erika,0,10,0.4462141895272732,0.02213749727270739,"[[-0.84233433  0.11612122 -0.5262972   1.46558796]
 [ 0.12071035  0.99235361  0.02575511  0.02825842]
 [ 0.52526364 -0.0418351  -0.84991054  5.56839761]
 [ 0.          0.          0.          1.        ]]"
